Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Box Quantity for Variants (product.metafields.custom.box_quantity_for_variants),Care guide (product.metafields.descriptors.care_guide),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Nightgown style (product.metafields.shopify.nightgown-style),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Box Quantity (product.metafields.wholesale.box_quantity),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Added with Markets Pro,Price / Added with Markets Pro,Compare At Price / Added with Markets Pro,Included / International,Price / International,Compare At Price / International,Status
sofya-beach-white-xl-bath-towel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/Sofya_Bath_Sheet_5.webp?v=1753868960,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sofya-beach-white-xl-bath-towel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/Sofya_Bath_Sheet_6.webp?v=1753868942,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sofya-beach-white-xl-bath-towel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/40_88ee960e-da30-42a9-b27f-9a2df2887399.jpg?v=1757406722,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mc-hidden-fee,Processing Fee,,Globaltex Fine Linens,,mc-hidden-fee,"",true,FeeType,min-order-fee,,,,,,,,"",0.0,,deny,manual,132.70,,true,true,,,,,'42169397,,,,false,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,active
mc-hidden-fee,,,,,,,,,mc-hidden-fee-11735124028,,,,,,,,,0.0,,deny,manual,1524.90,,true,false,,,,,'42202165,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-21735124028,,,,,,,,,0.0,,deny,manual,128.39,,true,false,,,,,'42234933,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-31735124028,,,,,,,,,0.0,,deny,manual,220.29,,true,false,,,,,'42267701,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-41735124028,,,,,,,,,0.0,,deny,manual,132.70,,true,false,,,,,'42300469,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-51735124028,,,,,,,,,0.0,,deny,manual,132.70,,true,false,,,,,'42333237,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-61735124028,,,,,,,,,0.0,,deny,manual,132.70,,true,false,,,,,'42366005,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-71735124028,,,,,,,,,0.0,,deny,manual,132.70,,true,false,,,,,'42398773,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-81735124028,,,,,,,,,0.0,,deny,manual,132.70,,true,false,,,,,'42431541,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-91735124028,,,,,,,,,0.0,,deny,manual,132.70,,true,false,,,,,'42464309,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-101735124028,,,,,,,,,0.0,,deny,manual,132.70,,true,false,,,,,'42497077,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-111735124028,,,,,,,,,0.0,,deny,manual,132.70,,true,false,,,,,'42529845,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-121735124028,,,,,,,,,0.0,,deny,manual,1536.10,,true,false,,,,,'42562613,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-131735124028,,,,,,,,,0.0,,deny,manual,1578.28,,true,false,,,,,'42595381,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-141735124028,,,,,,,,,0.0,,deny,manual,1524.90,,true,false,,,,,'42628149,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
mc-hidden-fee,,,,,,,,,mc-hidden-fee-151735124028,,,,,,,,,0.0,,deny,manual,550.15,,true,false,,,,,'42660917,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
nova-morning-robe,Nova Morning Robe,"<p><strong>What makes this product so special?</strong></p>
<p>Elevate your morning routine with our Nova Morning Robe. Crafted from luxurious and eco-friendly Lyocell fabric, this robe is designed to provide ultimate comfort and a touch of elegance. The soft, breathable material ensures you feel pampered and relaxed every time you wear it. Perfect for home use, hotels, and resorts, this robe is both stylish and sustainable.</p>
<p>The Nova Morning Robe stands out for its rich burgundy color and sophisticated design. The Lyocell fabric is not only gentle on your skin but also environmentally friendly, making it a responsible choice for the eco-conscious. Enjoy a luxurious morning experience and start your day in style with the Nova Morning Robe.</p>
<ul>
<li>
<strong>Material:</strong> 100% Lyocell</li>
<li>
<strong>Color:</strong> Red</li>
<li>
<strong>Style:</strong> Kimono-style with a belt<strong></strong>
</li>
</ul>
<p><br></p>
<!---->",Globaltex Fine Linens,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Robes,"","",true,Size,s,product.metafields.shopify.size,,,,,,,MNN-NMRPSSM,659.97689835,shopify,deny,manual,150.00,,true,true,,,,,'00786741,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/3_7.jpg?v=1722590267,1,"",false,,"Experience the elegance of slow mornings with our Nova Morning Robe. Crafted from ultra-soft, breathable cotton that gently embraces your skin, it brings a touch of spa-inspired comfort to your daily routine. Perfect for relaxed weekends, resort stays, or luxurious self-care moments.",,"You can wash Lyocell fabric nightgowns in the washing machine on a gentle cycle.
Use water with a maximum temperature of 30°C.
Do not use bleach or chlorinated products.
If possible, do not tumble dry your nightgown. Air drying will prolong the life of the fabric.",,,adults,red,lyocell,,s; l,,,,,,,,lb,,,true,,,true,,,true,,,active
nova-morning-robe,,,,,,,,,l,,,,,,,,MNN-NMRPSLXL,659.97689835,shopify,deny,manual,150.00,,true,true,,,,,'00819509,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/10_e47b160b-5c26-457b-bc30-57ac3b8cca8b.jpg?v=1722590267,2,"",,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
nova-morning-robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/15_1152d53b-9f21-4f19-9815-834feb35558e.jpg?v=1722590267,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nova-morning-robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/24.jpg?v=1722590267,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nova-morning-robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/34_1.jpg?v=1722590268,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nova-morning-robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/44.jpg?v=1722590268,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nova-morning-robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/36.jpg?v=1757406633,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-rose-pajama-set,Red Rose Pajama Set,"<p><strong>What makes this product so special?</strong></p>
<p>Experience the ultimate in comfort and style with our Red Rose Pajama Set. Made from luxurious and sustainable Lyocell fabric, this pajama set is designed to provide a soft, breathable and skin-friendly feel. Perfect for home comfort, hotel stays and resorts, this set combines functionality with a sophisticated touch.</p>
<p><br><strong>Material: </strong>100% Lyocell<br><strong>Color:</strong> Red<br><strong>Top: </strong>Button-down shirt<br><strong>Pants: </strong>Relaxed fit with elastic waistband</p>
<!---->",Globaltex Fine Linens,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Pajamas,"","",true,Size,s,product.metafields.shopify.size,,,,,,,MNN-RRSPSSM,559.959780765,shopify,deny,manual,120.00,220.00,true,true,,,,,'97010485,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/93.jpg?v=1737112745,1,"",false,,"Experience the ultimate in comfort and style with our Red Rose Pajama Set. Made from luxurious and sustainable lyocell fabric, this red button-down top and relaxed fit pants set offers a soft, breathable, skin-friendly feel that suits home living, hotel stays, or resort nights.
",,"You can wash Lyocell fabric nightgowns in the washing machine on a gentle cycle.
Use water with a maximum temperature of 30°C.
Do not use bleach or chlorinated products.
If possible, do not tumble dry your nightgown. Air drying will prolong the life of the fabric.",,,adults,red,lyocell,,s; l,unisex,,,,,,,lb,,,true,,,true,,,true,,,active
red-rose-pajama-set,,,,,,,,,l,,,,,,,,MNN-RRSPSLXL,559.959780765,shopify,deny,manual,120.00,220.00,true,true,,,,,'97043253,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/56.jpg?v=1737112745,2,"",,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
red-rose-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/94.jpg?v=1737112745,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-rose-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/62.jpg?v=1737112745,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-rose-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/78.jpg?v=1737112741,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-rose-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/72.jpg?v=1737112741,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-rose-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/89.jpg?v=1722589960,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-rose-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/37.jpg?v=1757406665,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream-pajama-set,Dream Pajama Set,"<p><strong>What makes this product so special?</strong></p>
<p>Experience the ultimate in comfort and style with our Dream Pajama Set. Made from luxurious and sustainable Lyocell fabric, this pajama set is designed to provide a soft, breathable and skin-friendly feel. Perfect for home comfort, hotel stays and resorts, this set combines functionality with a sophisticated touch.</p>
<p><br><strong>Material: </strong>100% Lyocell<br><strong>Color:</strong> Cream<br><strong>Top: </strong>Button-down shirt<br><strong>Pants: </strong>Relaxed fit with elastic waistband</p>
<p class=""cvGsUA direction-ltr align-start para-style-body""> </p>
<!---->",Globaltex Fine Linens,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Nightgowns,"","",true,Size,s,product.metafields.shopify.size,,,,,,,MNN-DRMPSSM,559.959780765,shopify,deny,manual,110.00,150.00,true,true,,,,,'63149109,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/4_47f66495-75b0-4bd9-a823-ba7c376c5a98.jpg?v=1736521125,1,"",false,,"Experience luxurious comfort with our Dream Pajama Set. Made from 100% Lyocell, this cream-colored button-down shirt and relaxed-fit pants set delivers a soft, breathable and skin-friendly feel. Perfect for home evenings, hotel retreats, and resort relaxation.",,"You can wash Lyocell fabric nightgowns in the washing machine on a gentle cycle.
Use water with a maximum temperature of 30°C.
Do not use bleach or chlorinated products.
If possible, do not tumble dry your nightgown. Air drying will prolong the life of the fabric.",,'1,,white; beige,lyocell,,s; l,,,,,,,,lb,,,true,,,true,,,true,,,active
dream-pajama-set,,,,,,,,,l,,,,,,,,MNN-DRMPSLXL,660.022257587,shopify,deny,manual,110.00,150.00,true,true,,,,,'63181877,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/1_c58f4d2c-8752-493f-945f-bba4aca10861.jpg?v=1736521125,2,"",,,,,,,,,,,,,,,,,,,,lb,,0.00,,,,,,,,,,
dream-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/5_3fb9aeea-3713-430c-8003-11500ee4e540.jpg?v=1736521125,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/2_c4a849c0-669c-4c92-98aa-2edcd0d64f85.jpg?v=1736521125,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/6_84018be3-57fc-4614-88cb-f4636f0478a6.jpg?v=1736521125,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/3_4407b062-6eb7-458d-b7ff-90475d83bb0e.jpg?v=1736521125,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/35_d4457390-2564-4586-9cff-3863763c6b11.jpg?v=1757406625,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duvet-insert-protector-comforter-protector,Duvet Insert Protector (Comforter Protector),"<p><strong data-mce-fragment=""1"">What makes this product so special?</strong><br><br>Keep your duvet insert (comforter) in pristine condition with our Duvet Insert Protector. Crafted from high-quality materials, this protector serves as a barrier against spills, stains, and allergens, ensuring your duvet insert remains clean and fresh for longer periods.<br><br>Duvet Insert Protector (Comforter Protector)<br><br><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Queen Size: </strong>91″ x 91″ inches (231cm x 231 cm)<br><strong data-mce-fragment=""1"">SKU:</strong> ROOM-QMDIP9191<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">King Size:</strong> 105″ x 91'' inches (267cm x 231 xm)<br><strong data-mce-fragment=""1"">SKU:</strong> ROOM-KMDIP10591<b data-mce-fragment=""1""><br data-mce-fragment=""1""></b><strong data-mce-fragment=""1"">Material: </strong>Waterproof Fabric<br></span><strong>Color:</strong> White<br></p>
<!---->",Globaltex Fine Linens,Home & Garden > Household Supplies > Household Cleaning Supplies > Fabric & Upholstery Protectors,"","",true,Size,Queen,,,,,,,,ROOM-QMDIP9191,0.0,shopify,deny,manual,130.00,,true,true,,,,,'94198069,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/DuvetProtector.webp?v=1717762587,1,"",false,,"Experience premium comfort with our Duvet Insert & Protector for your comforter. Designed to shield your bedding from stains, prolong its life, and maintain hygiene. This practical addition keeps your duvets fresh and clean by adding a protective layer.
",Queen 6 pcs / King- 4 pcs,"Wash in cold water.
Liquid detergent without bleach or rinse aid.
Dry in medium and remove immediately.
Preferably iron on warm level.",,'21,,,,,,,,,,,,,lb,,,true,,,true,,,true,,,active
duvet-insert-protector-comforter-protector,,,,,,,,,King,,,,,,,,ROOM-KMDIP10591,0.0,shopify,deny,manual,140.00,,true,true,,,,,'53588533,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/Duvet_Protector_4.webp?v=1718213677,2,"",,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
duvet-insert-protector-comforter-protector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/Duvet_Protector_1_1.webp?v=1718213677,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duvet-insert-protector-comforter-protector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/Duvet_Protector_5.webp?v=1718213678,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duvet-insert-protector-comforter-protector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/Duvet_Protector_2.webp?v=1718213679,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duvet-insert-protector-comforter-protector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/Duvet_Protector_3.webp?v=1718213679,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duvet-insert-protector-comforter-protector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/3320/3253/files/28_958c1c18-b857-41ea-8971-aa1b4065f652.jpg?v=1756460043,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
